SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2020-2021,District,District,1360,Morton McMichael School,Network 5,00,16,0,0.00,16,100.00,0,0.00,16,100.00,7,43.75,9,56.25,0,0.00,0,0.00,15,93.75,0,0.00,0,0.00,0,0.00,1,6.25,
2020-2021,District,District,1360,Morton McMichael School,Network 5,01,28,0,0.00,28,100.00,1,3.57,27,96.43,10,35.71,18,64.29,0,0.00,0,0.00,26,92.86,1,3.57,1,3.57,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,02,32,0,0.00,32,100.00,6,18.75,26,81.25,16,50.00,16,50.00,0,0.00,0,0.00,31,96.88,0,0.00,1,3.13,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,03,34,0,0.00,34,100.00,8,23.53,26,76.47,12,35.29,22,64.71,0,0.00,0,0.00,34,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,04,35,0,0.00,35,100.00,7,20.00,28,80.00,18,51.43,17,48.57,0,0.00,0,0.00,34,97.14,0,0.00,1,2.86,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,05,39,0,0.00,39,100.00,13,33.33,26,66.67,25,64.10,14,35.90,0,0.00,0,0.00,36,92.31,0,0.00,3,7.69,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,06,41,0,0.00,41,100.00,15,36.59,26,63.41,20,48.78,21,51.22,0,0.00,0,0.00,39,95.12,1,2.44,0,0.00,1,2.44,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,07,40,0,0.00,40,100.00,14,35.00,26,65.00,21,52.50,19,47.50,0,0.00,0,0.00,38,95.00,1,2.50,1,2.50,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,08,33,0,0.00,33,100.00,15,45.45,18,54.55,18,54.55,15,45.45,1,3.03,0,0.00,28,84.85,0,0.00,4,12.12,0,0.00,0,0.00,
2020-2021,District,District,1360,Morton McMichael School,Network 5,All Grades,298,0,0.00,298,100.00,79,26.51,219,73.49,147,49.33,151,50.67,1,0.34,0,0.00,281,94.30,3,1.01,11,3.69,1,0.34,1,0.34,100.00
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,00,30,1,3.33,29,96.67,0,0.00,30,100.00,12,40.00,18,60.00,0,0.00,0,0.00,30,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,01,53,1,1.89,52,98.11,4,7.55,49,92.45,28,52.83,25,47.17,1,1.89,0,0.00,50,94.34,0,0.00,2,3.77,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,02,52,0,0.00,52,100.00,11,21.15,41,78.85,26,50.00,26,50.00,0,0.00,0,0.00,51,98.08,0,0.00,1,1.92,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,03,53,0,0.00,53,100.00,8,15.09,45,84.91,27,50.94,26,49.06,0,0.00,0,0.00,51,96.23,2,3.77,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,04,51,0,0.00,51,100.00,10,19.61,41,80.39,25,49.02,26,50.98,0,0.00,0,0.00,48,94.12,2,3.92,1,1.96,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,05,49,0,0.00,49,100.00,10,20.41,39,79.59,30,61.22,19,38.78,0,0.00,0,0.00,49,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,06,51,0,0.00,51,100.00,6,11.76,45,88.24,24,47.06,27,52.94,0,0.00,0,0.00,48,94.12,1,1.96,2,3.92,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,07,45,0,0.00,45,100.00,3,6.67,42,93.33,23,51.11,22,48.89,0,0.00,0,0.00,42,93.33,1,2.22,2,4.44,0,0.00,0,0.00,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,08,51,1,1.96,50,98.04,7,13.73,44,86.27,26,50.98,25,49.02,1,1.96,0,0.00,47,92.16,0,0.00,2,3.92,0,0.00,1,1.96,
2020-2021,District,District,1370,S. Weir Mitchell School,Network 5,All Grades,435,3,0.69,432,99.31,59,13.56,376,86.44,221,50.80,214,49.20,2,0.46,0,0.00,416,95.63,6,1.38,10,2.30,0,0.00,1,0.23,100.00
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,00,49,4,8.16,45,91.84,0,0.00,49,100.00,24,48.98,25,51.02,1,2.04,8,16.33,33,67.35,5,10.20,0,0.00,0,0.00,2,4.08,
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,01,75,10,13.33,65,86.67,13,17.33,62,82.67,37,49.33,38,50.67,0,0.00,4,5.33,65,86.67,3,4.00,1,1.33,0,0.00,2,2.67,
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,02,81,5,6.17,76,93.83,9,11.11,72,88.89,40,49.38,41,50.62,0,0.00,2,2.47,73,90.12,2,2.47,0,0.00,0,0.00,4,4.94,
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,03,81,7,8.64,74,91.36,11,13.58,70,86.42,36,44.44,45,55.56,0,0.00,6,7.41,72,88.89,3,3.70,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,04,82,5,6.10,77,93.90,9,10.98,73,89.02,30,36.59,52,63.41,0,0.00,1,1.22,74,90.24,1,1.22,3,3.66,0,0.00,3,3.66,
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,05,86,7,8.14,79,91.86,18,20.93,68,79.07,40,46.51,46,53.49,0,0.00,4,4.65,74,86.05,4,4.65,2,2.33,0,0.00,2,2.33,
2020-2021,District,District,1380,Thomas G. Morton School,Network 11,All Grades,454,38,8.37,416,91.63,60,13.22,394,86.78,207,45.59,247,54.41,1,0.22,25,5.51,391,86.12,18,3.96,6,1.32,0,0.00,13,2.86,100.00
2020-2021,District,District,1390,Samuel Powel School,Network 2,00,41,1,2.44,40,97.56,0,0.00,41,100.00,16,39.02,25,60.98,0,0.00,5,12.20,23,56.10,0,0.00,1,2.44,0,0.00,12,29.27,
2020-2021,District,District,1390,Samuel Powel School,Network 2,01,48,0,0.00,48,100.00,5,10.42,43,89.58,23,47.92,25,52.08,0,0.00,3,6.25,30,62.50,7,14.58,0,0.00,0,0.00,8,16.67,
2020-2021,District,District,1390,Samuel Powel School,Network 2,02,46,0,0.00,46,100.00,5,10.87,41,89.13,26,56.52,20,43.48,0,0.00,4,8.70,36,78.26,0,0.00,1,2.17,0,0.00,5,10.87,
2020-2021,District,District,1390,Samuel Powel School,Network 2,03,50,1,2.00,49,98.00,13,26.00,37,74.00,28,56.00,22,44.00,0,0.00,5,10.00,40,80.00,2,4.00,0,0.00,0,0.00,3,6.00,
2020-2021,District,District,1390,Samuel Powel School,Network 2,04,44,0,0.00,44,100.00,10,22.73,34,77.27,18,40.91,26,59.09,0,0.00,1,2.27,34,77.27,0,0.00,0,0.00,0,0.00,9,20.45,
2020-2021,District,District,1390,Samuel Powel School,Network 2,All Grades,229,2,0.87,227,99.13,33,14.41,196,85.59,111,48.47,118,51.53,0,0.00,18,7.86,163,71.18,9,3.93,2,0.87,0,0.00,37,16.16,98.52
2020-2021,District,District,1400,John M. Patterson School,Network 10,00,47,5,10.64,42,89.36,0,0.00,47,100.00,28,59.57,19,40.43,1,2.13,4,8.51,37,78.72,4,8.51,1,2.13,0,0.00,0,0.00,
2020-2021,District,District,1400,John M. Patterson School,Network 10,01,81,4,4.94,77,95.06,6,7.41,75,92.59,37,45.68,44,54.32,0,0.00,6,7.41,69,85.19,2,2.47,1,1.23,0,0.00,3,3.70,
2020-2021,District,District,1400,John M. Patterson School,Network 10,02,76,5,6.58,71,93.42,8,10.53,68,89.47,34,44.74,42,55.26,0,0.00,3,3.95,67,88.16,6,7.89,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1400,John M. Patterson School,Network 10,03,83,5,6.02,78,93.98,5,6.02,78,93.98,43,51.81,40,48.19,0,0.00,2,2.41,75,90.36,5,6.02,1,1.20,0,0.00,0,0.00,
2020-2021,District,District,1400,John M. Patterson School,Network 10,04,87,9,10.34,78,89.66,9,10.34,78,89.66,30,34.48,57,65.52,0,0.00,8,9.20,72,82.76,3,3.45,1,1.15,0,0.00,3,3.45,
2020-2021,District,District,1400,John M. Patterson School,Network 10,All Grades,374,28,7.49,346,92.51,28,7.49,346,92.51,172,45.99,202,54.01,1,0.27,23,6.15,320,85.56,20,5.35,4,1.07,0,0.00,6,1.60,100.00
2020-2021,District,District,1410,James Rhoads School,Acceleration,00,25,0,0.00,25,100.00,0,0.00,25,100.00,11,44.00,14,56.00,0,0.00,1,4.00,22,88.00,1,4.00,1,4.00,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,01,53,0,0.00,53,100.00,8,15.09,45,84.91,27,50.94,26,49.06,0,0.00,0,0.00,49,92.45,3,5.66,1,1.89,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,02,66,0,0.00,66,100.00,10,15.15,56,84.85,31,46.97,35,53.03,0,0.00,0,0.00,60,90.91,4,6.06,2,3.03,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,03,53,0,0.00,53,100.00,10,18.87,43,81.13,22,41.51,31,58.49,0,0.00,0,0.00,52,98.11,1,1.89,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,04,60,0,0.00,60,100.00,15,25.00,45,75.00,30,50.00,30,50.00,0,0.00,0,0.00,58,96.67,1,1.67,1,1.67,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,05,54,0,0.00,54,100.00,11,20.37,43,79.63,24,44.44,30,55.56,0,0.00,0,0.00,53,98.15,1,1.85,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,06,44,0,0.00,44,100.00,12,27.27,32,72.73,18,40.91,26,59.09,0,0.00,0,0.00,42,95.45,1,2.27,1,2.27,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,07,33,0,0.00,33,100.00,1,3.03,32,96.97,16,48.48,17,51.52,0,0.00,0,0.00,31,93.94,1,3.03,1,3.03,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,08,50,0,0.00,50,100.00,9,18.00,41,82.00,31,62.00,19,38.00,0,0.00,0,0.00,50,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1410,James Rhoads School,Acceleration,All Grades,438,0,0.00,438,100.00,76,17.35,362,82.65,210,47.95,228,52.05,0,0.00,1,0.23,417,95.21,13,2.97,7,1.60,0,0.00,0,0.00,100.00
2020-2021,District,District,1420,Martha Washington School,Network 2,00,12,0,0.00,12,100.00,1,8.33,11,91.67,7,58.33,5,41.67,0,0.00,0,0.00,11,91.67,0,0.00,1,8.33,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,01,18,0,0.00,18,100.00,10,55.56,8,44.44,8,44.44,10,55.56,0,0.00,0,0.00,18,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,02,27,0,0.00,27,100.00,10,37.04,17,62.96,7,25.93,20,74.07,0,0.00,0,0.00,27,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,03,34,1,2.94,33,97.06,15,44.12,19,55.88,17,50.00,17,50.00,0,0.00,0,0.00,33,97.06,0,0.00,0,0.00,0,0.00,1,2.94,
2020-2021,District,District,1420,Martha Washington School,Network 2,04,40,1,2.50,39,97.50,14,35.00,26,65.00,21,52.50,19,47.50,0,0.00,1,2.50,36,90.00,1,2.50,2,5.00,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,05,28,1,3.57,27,96.43,10,35.71,18,64.29,13,46.43,15,53.57,0,0.00,0,0.00,27,96.43,0,0.00,1,3.57,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,06,34,0,0.00,34,100.00,8,23.53,26,76.47,19,55.88,15,44.12,0,0.00,0,0.00,32,94.12,1,2.94,1,2.94,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,07,27,0,0.00,27,100.00,11,40.74,16,59.26,10,37.04,17,62.96,0,0.00,0,0.00,26,96.30,0,0.00,1,3.70,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,08,39,0,0.00,39,100.00,15,38.46,24,61.54,16,41.03,23,58.97,0,0.00,0,0.00,33,84.62,0,0.00,6,15.38,0,0.00,0,0.00,
2020-2021,District,District,1420,Martha Washington School,Network 2,All Grades,259,3,1.16,256,98.84,94,36.29,165,63.71,118,45.56,141,54.44,0,0.00,1,0.39,243,93.82,2,0.77,12,4.63,0,0.00,1,0.39,100.00
2020-2021,District,District,1440,Penrose School,Network 10,00,28,0,0.00,28,100.00,0,0.00,28,100.00,11,39.29,17,60.71,0,0.00,0,0.00,23,82.14,1,3.57,2,7.14,0,0.00,2,7.14,
2020-2021,District,District,1440,Penrose School,Network 10,01,42,3,7.14,39,92.86,11,26.19,31,73.81,20,47.62,22,52.38,0,0.00,2,4.76,38,90.48,1,2.38,0,0.00,0,0.00,1,2.38,
2020-2021,District,District,1440,Penrose School,Network 10,02,41,6,14.63,35,85.37,9,21.95,32,78.05,19,46.34,22,53.66,1,2.44,3,7.32,33,80.49,1,2.44,1,2.44,0,0.00,2,4.88,
2020-2021,District,District,1440,Penrose School,Network 10,03,39,3,7.69,36,92.31,9,23.08,30,76.92,12,30.77,27,69.23,0,0.00,0,0.00,36,92.31,1,2.56,0,0.00,0,0.00,2,5.13,
2020-2021,District,District,1440,Penrose School,Network 10,04,47,7,14.89,40,85.11,16,34.04,31,65.96,17,36.17,30,63.83,0,0.00,2,4.26,37,78.72,4,8.51,3,6.38,0,0.00,1,2.13,
2020-2021,District,District,1440,Penrose School,Network 10,05,60,7,11.67,53,88.33,15,25.00,45,75.00,27,45.00,33,55.00,0,0.00,3,5.00,48,80.00,2,3.33,6,10.00,0,0.00,1,1.67,
2020-2021,District,District,1440,Penrose School,Network 10,06,59,4,6.78,55,93.22,21,35.59,38,64.41,24,40.68,35,59.32,0,0.00,1,1.69,53,89.83,0,0.00,3,5.08,0,0.00,2,3.39,
2020-2021,District,District,1440,Penrose School,Network 10,07,48,3,6.25,45,93.75,13,27.08,35,72.92,22,45.83,26,54.17,2,4.17,2,4.17,37,77.08,5,10.42,1,2.08,0,0.00,1,2.08,
2020-2021,District,District,1440,Penrose School,Network 10,08,64,5,7.81,59,92.19,17,26.56,47,73.44,38,59.38,26,40.63,0,0.00,1,1.56,52,81.25,2,3.13,8,12.50,0,0.00,1,1.56,
2020-2021,District,District,1440,Penrose School,Network 10,All Grades,428,38,8.88,390,91.12,111,25.93,317,74.07,190,44.39,238,55.61,3,0.70,14,3.27,357,83.41,17,3.97,24,5.61,0,0.00,13,3.04,100.00
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,00,36,0,0.00,36,100.00,0,0.00,36,100.00,16,44.44,20,55.56,0,0.00,0,0.00,34,94.44,1,2.78,1,2.78,0,0.00,0,0.00,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,01,57,0,0.00,57,100.00,6,10.53,51,89.47,33,57.89,24,42.11,0,0.00,0,0.00,55,96.49,0,0.00,1,1.75,0,0.00,1,1.75,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,02,51,0,0.00,51,100.00,5,9.80,46,90.20,24,47.06,27,52.94,0,0.00,0,0.00,49,96.08,1,1.96,1,1.96,0,0.00,0,0.00,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,03,43,0,0.00,43,100.00,4,9.30,39,90.70,21,48.84,22,51.16,0,0.00,0,0.00,42,97.67,0,0.00,1,2.33,0,0.00,0,0.00,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,04,54,0,0.00,54,100.00,3,5.56,51,94.44,26,48.15,28,51.85,0,0.00,0,0.00,52,96.30,1,1.85,1,1.85,0,0.00,0,0.00,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,05,46,0,0.00,46,100.00,8,17.39,38,82.61,20,43.48,26,56.52,0,0.00,0,0.00,43,93.48,2,4.35,1,2.17,0,0.00,0,0.00,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,06,54,0,0.00,54,100.00,15,27.78,39,72.22,27,50.00,27,50.00,1,1.85,0,0.00,50,92.59,0,0.00,2,3.70,0,0.00,1,1.85,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,07,63,1,1.59,62,98.41,13,20.63,50,79.37,30,47.62,33,52.38,0,0.00,0,0.00,60,95.24,1,1.59,1,1.59,1,1.59,0,0.00,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,08,57,0,0.00,57,100.00,12,21.05,45,78.95,25,43.86,32,56.14,0,0.00,0,0.00,55,96.49,1,1.75,0,0.00,0,0.00,1,1.75,
2020-2021,District,District,1460,Add B. Anderson School,Acceleration,All Grades,461,1,0.22,460,99.78,66,14.32,395,85.68,222,48.16,239,51.84,1,0.22,0,0.00,440,95.44,7,1.52,9,1.95,1,0.22,3,0.65,100.00
2020-2021,District,District,1470,Alain Locke School,Network 2,00,20,1,5.00,19,95.00,2,10.00,18,90.00,9,45.00,11,55.00,0,0.00,2,10.00,17,85.00,1,5.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,01,48,3,6.25,45,93.75,12,25.00,36,75.00,18,37.50,30,62.50,1,2.08,6,12.50,37,77.08,3,6.25,0,0.00,0,0.00,1,2.08,
2020-2021,District,District,1470,Alain Locke School,Network 2,02,54,1,1.85,53,98.15,13,24.07,41,75.93,24,44.44,30,55.56,0,0.00,2,3.70,48,88.89,4,7.41,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,03,56,5,8.93,51,91.07,15,26.79,41,73.21,24,42.86,32,57.14,0,0.00,2,3.57,47,83.93,5,8.93,0,0.00,1,1.79,1,1.79,
2020-2021,District,District,1470,Alain Locke School,Network 2,04,47,4,8.51,43,91.49,11,23.40,36,76.60,25,53.19,22,46.81,0,0.00,3,6.38,42,89.36,2,4.26,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,05,40,0,0.00,40,100.00,13,32.50,27,67.50,17,42.50,23,57.50,1,2.50,1,2.50,36,90.00,1,2.50,1,2.50,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,06,43,2,4.65,41,95.35,12,27.91,31,72.09,27,62.79,16,37.21,0,0.00,2,4.65,38,88.37,2,4.65,1,2.33,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,07,36,3,8.33,33,91.67,11,30.56,25,69.44,16,44.44,20,55.56,0,0.00,2,5.56,32,88.89,1,2.78,1,2.78,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,08,38,5,13.16,33,86.84,11,28.95,27,71.05,18,47.37,20,52.63,0,0.00,1,2.63,32,84.21,3,7.89,2,5.26,0,0.00,0,0.00,
2020-2021,District,District,1470,Alain Locke School,Network 2,All Grades,382,24,6.28,358,93.72,100,26.18,282,73.82,178,46.60,204,53.40,2,0.52,21,5.50,329,86.13,22,5.76,5,1.31,1,0.26,2,0.52,100.00
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,00,27,1,3.70,26,96.30,0,0.00,27,100.00,18,66.67,9,33.33,0,0.00,0,0.00,20,74.07,2,7.41,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,01,40,0,0.00,40,100.00,2,5.00,38,95.00,15,37.50,25,62.50,0,0.00,0,0.00,36,90.00,1,2.50,1,2.50,0,0.00,2,5.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,02,30,0,0.00,30,100.00,2,6.67,28,93.33,17,56.67,13,43.33,0,0.00,0,0.00,28,93.33,1,3.33,0,0.00,0,0.00,1,3.33,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,03,41,0,0.00,41,100.00,1,2.44,40,97.56,19,46.34,22,53.66,0,0.00,0,0.00,41,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,04,41,0,0.00,41,100.00,4,9.76,37,90.24,22,53.66,19,46.34,0,0.00,0,0.00,39,95.12,2,4.88,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,05,36,1,2.78,35,97.22,6,16.67,30,83.33,15,41.67,21,58.33,0,0.00,0,0.00,34,94.44,2,5.56,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,06,43,0,0.00,43,100.00,10,23.26,33,76.74,17,39.53,26,60.47,0,0.00,0,0.00,42,97.67,0,0.00,1,2.33,0,0.00,0,0.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,07,50,0,0.00,50,100.00,19,38.00,31,62.00,28,56.00,22,44.00,0,0.00,0,0.00,43,86.00,1,2.00,4,8.00,0,0.00,1,2.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,08,35,0,0.00,35,100.00,12,34.29,23,65.71,15,42.86,20,57.14,0,0.00,0,0.00,34,97.14,0,0.00,1,2.86,0,0.00,0,0.00,
2020-2021,District,District,1490,Rudolph Blankenburg School,Acceleration,All Grades,343,2,0.58,341,99.42,56,16.33,287,83.67,166,48.40,177,51.60,0,0.00,0,0.00,317,92.42,9,2.62,7,2.04,0,0.00,4,1.17,100.00
2020-2021,District,District,1580,Middle Years Alternative School,Network 2,05,21,0,0.00,21,100.00,2,9.52,19,90.48,10,47.62,11,52.38,0,0.00,3,14.29,18,85.71,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,1580,Middle Years Alternative School,Network 2,06,70,6,8.57,64,91.43,13,18.57,57,81.43,41,58.57,29,41.43,0,0.00,5,7.14,57,81.43,4,5.71,3,4.29,0,0.00,1,1.43,
2020-2021,District,District,1580,Middle Years Alternative School,Network 2,07,83,8,9.64,75,90.36,12,14.46,71,85.54,37,44.58,46,55.42,0,0.00,10,12.05,67,80.72,2,2.41,2,2.41,0,0.00,2,2.41,
2020-2021,District,District,1580,Middle Years Alternative School,Network 2,08,92,8,8.70,84,91.30,16,17.39,76,82.61,51,55.43,41,44.57,1,1.09,10,10.87,75,81.52,1,1.09,4,4.35,0,0.00,1,1.09,
2020-2021,District,District,1580,Middle Years Alternative School,Network 2,All Grades,266,22,8.27,244,91.73,43,16.17,223,83.83,139,52.26,127,47.74,1,0.38,28,10.53,217,81.58,7,2.63,9,3.38,0,0.00,4,1.50,100.00
2020-2021,District,District,2000,South Philadelphia High School,Network 13,09,158,38,24.05,120,75.95,71,44.94,87,55.06,68,43.04,90,56.96,0,0.00,18,11.39,83,52.53,39,24.68,9,5.70,0,0.00,9,5.70,
2020-2021,District,District,2000,South Philadelphia High School,Network 13,10,174,53,30.46,121,69.54,61,35.06,113,64.94,76,43.68,98,56.32,0,0.00,21,12.07,76,43.68,49,28.16,8,4.60,1,0.57,19,10.92,
2020-2021,District,District,2000,South Philadelphia High School,Network 13,11,151,59,39.07,92,60.93,34,22.52,117,77.48,62,41.06,89,58.94,0,0.00,26,17.22,68,45.03,40,26.49,7,4.64,0,0.00,10,6.62,
2020-2021,District,District,2000,South Philadelphia High School,Network 13,12,141,33,23.40,108,76.60,58,41.13,83,58.87,59,41.84,82,58.16,0,0.00,28,19.86,66,46.81,23,16.31,6,4.26,0,0.00,18,12.77,
2020-2021,District,District,2000,South Philadelphia High School,Network 13,All Grades,624,183,29.33,441,70.67,224,35.90,400,64.10,265,42.47,359,57.53,0,0.00,93,14.90,293,46.96,151,24.20,30,4.81,1,0.16,56,8.97,100.00
2020-2021,District,District,2010,Benjamin Franklin High School,Network 4,09,193,25,12.95,168,87.05,73,37.82,120,62.18,49,25.39,144,74.61,0,0.00,8,4.15,141,73.06,31,16.06,7,3.63,0,0.00,6,3.11,
2020-2021,District,District,2010,Benjamin Franklin High School,Network 4,10,104,5,4.81,99,95.19,53,50.96,51,49.04,30,28.85,74,71.15,0,0.00,1,0.96,88,84.62,8,7.69,6,5.77,0,0.00,1,0.96,
2020-2021,District,District,2010,Benjamin Franklin High School,Network 4,11,99,7,7.07,92,92.93,37,37.37,62,62.63,32,32.32,67,67.68,0,0.00,5,5.05,76,76.77,11,11.11,5,5.05,0,0.00,2,2.02,
2020-2021,District,District,2010,Benjamin Franklin High School,Network 4,12,65,3,4.62,62,95.38,29,44.62,36,55.38,20,30.77,45,69.23,0,0.00,1,1.54,53,81.54,7,10.77,2,3.08,0,0.00,2,3.08,
2020-2021,District,District,2010,Benjamin Franklin High School,Network 4,All Grades,461,40,8.68,421,91.32,192,41.65,269,58.35,131,28.42,330,71.58,0,0.00,15,3.25,358,77.66,57,12.36,20,4.34,0,0.00,11,2.39,100.00
2020-2021,District,District,2020,High School for Creative and Performing Arts,Network 1,09,177,3,1.69,174,98.31,7,3.95,170,96.05,140,79.10,37,20.90,0,0.00,5,2.82,74,41.81,22,12.43,18,10.17,0,0.00,58,32.77,
2020-2021,District,District,2020,High School for Creative and Performing Arts,Network 1,10,203,5,2.46,198,97.54,6,2.96,197,97.04,157,77.34,46,22.66,0,0.00,19,9.36,94,46.31,30,14.78,14,6.90,0,0.00,46,22.66,
2020-2021,District,District,2020,High School for Creative and Performing Arts,Network 1,11,195,3,1.54,192,98.46,7,3.59,188,96.41,140,71.79,55,28.21,0,0.00,12,6.15,92,47.18,26,13.33,5,2.56,0,0.00,60,30.77,
2020-2021,District,District,2020,High School for Creative and Performing Arts,Network 1,12,168,1,0.60,167,99.40,7,4.17,161,95.83,125,74.40,43,25.60,0,0.00,9,5.36,103,61.31,18,10.71,5,2.98,1,0.60,32,19.05,
2020-2021,District,District,2020,High School for Creative and Performing Arts,Network 1,All Grades,743,12,1.62,731,98.38,27,3.63,716,96.37,562,75.64,181,24.36,0,0.00,45,6.06,363,48.86,96,12.92,42,5.65,1,0.13,196,26.38,69.34
2020-2021,District,District,2050,Science Leadership Academy Middle School,Innovation,05,85,0,0.00,85,100.00,8,9.41,77,90.59,42,49.41,43,50.59,0,0.00,3,3.53,48,56.47,7,8.24,9,10.59,0,0.00,18,21.18,
2020-2021,District,District,2050,Science Leadership Academy Middle School,Innovation,06,88,1,1.14,87,98.86,14,15.91,74,84.09,41,46.59,47,53.41,0,0.00,7,7.95,56,63.64,4,4.55,5,5.68,0,0.00,16,18.18,
2020-2021,District,District,2050,Science Leadership Academy Middle School,Innovation,07,91,2,2.20,89,97.80,12,13.19,79,86.81,43,47.25,48,52.75,1,1.10,7,7.69,63,69.23,3,3.30,7,7.69,0,0.00,10,10.99,
