"placekey","parent_placekey","location_name","brands","latitude","longitude","street_address","city","region","postal_code","iso_country_code","polygon_wkt","polygon_class","includes_parking_lot","is_synthetic","building_height","enclosed"
zzw-225@628-p9k-cyv,,Ann Kids,,40.101786,-75.021181,10100 Jamison Ave,Philadelphia,PA,19116,US,"POLYGON ((-75.02231476797067 40.10170805220134, -75.02075823165035 40.102898966862476, -75.01965863661394 40.10203646615022, -75.02122430753263 40.100861515123675, -75.02231476797067 40.10170805220134))",OWNED_POLYGON,true,false,,false
zzw-223@628-pmb-dsq,,Academy At Palumbo,,39.940035,-75.161698,1100 Catharine St,Philadelphia,PA,19147,US,"POLYGON ((-75.16236890699997 39.93996836100007, -75.16230668099996 39.94025801300006, -75.16102725099995 39.940100974000075, -75.16108948199997 39.93981132300007, -75.16236890699997 39.93996836100007))",OWNED_POLYGON,false,false,,false
224-223@628-pnw-n89,,Teach,,39.965733,-75.139727,1010 N Hancock St,Philadelphia,PA,19123,US,"POLYGON ((-75.13924661699997 39.96593005500006, -75.13926471499997 39.96584596500003, -75.13929562999994 39.96584976300005, -75.13931171699994 39.965775016000066, -75.13934263199997 39.96577881500008, -75.13935670799998 39.96571341200007, -75.13940617099996 39.965719490000026, -75.13942426899996 39.96563540000005, -75.13946136599998 39.965639958000054, -75.13947745399997 39.96556521200006, -75.13950836799995 39.965569010000024, -75.13952546099995 39.96548959200004, -75.13961820199995 39.96550098800003, -75.13962624699997 39.96546361400004, -75.13987355699999 39.96549400400005, -75.13981825599996 39.96575094600007, -75.14025105199994 39.96580412600008, -75.14020480099998 39.96601902300006, -75.13935775699997 39.96591494000006, -75.13934870799994 39.96595698500005, -75.13945999799995 39.96597066100003, -75.13941977799993 39.96615752800005, -75.13950779299995 39.96624986200004, -75.13945450099999 39.96649746000003, -75.13936793999994 39.96648682400007, -75.13937497999996 39.96645412300006, -75.13921422599998 39.96643436800008, -75.13921925299996 39.96641101000006, -75.13913887599995 39.96640113400008, -75.13915496499999 39.96632638700004, -75.13911786699998 39.96632182800005, -75.13920333699997 39.96592473700008, -75.13924661699997 39.96593005500006))",SHARED_POLYGON,false,false,,false
23s-222@628-p8f-dgk,,Jesus Is Lord International University,,40.017863,-75.084344,4732 Griscom St Unit 1,Philadelphia,PA,19124,US,"POLYGON ((-75.08413559899998 40.01781929600003, -75.08420474399998 40.017749679000076, -75.08449552599996 40.017914337000036, -75.08447424999997 40.01793575700003, -75.08451680399997 40.017959854000026, -75.08443702199997 40.01804018000007, -75.08435191499996 40.01799198800006, -75.08438382799994 40.01795985700005, -75.08413559899998 40.01781929600003))",SHARED_POLYGON,false,false,,false
22g-222@628-pm3-v9f,,Free Library of Philadelphia South Philadelphia Branch,,39.929023,-75.169465,1700 S Broad St,Philadelphia,PA,19145,US,"POLYGON ((-75.16902007005548 39.92923783488596, -75.16907685235857 39.92877979097424, -75.16991417699995 39.928880536000065, -75.16985316699999 39.92917033300006, -75.16981606899998 39.92916586900003, -75.16978162799995 39.929329464000034, -75.16902007005548 39.92923783488596))",OWNED_POLYGON,false,false,,false
227-222@628-pg4-2kz,zzz-222@628-pg4-2kz,Wister John Sch,,40.033338,-75.166989,67 E Bringhurst St,Philadelphia,PA,19144,US,"POLYGON ((-75.16662078 40.03381718000003, -75.16696372499996 40.03348429600004, -75.16701272099994 40.033513061000065, -75.16703449499994 40.03349192600007, -75.16641854999995 40.03313030000004, -75.16643488099999 40.03311444900004, -75.16636488799998 40.033073355000056, -75.16646274599998 40.032978367000055, -75.16673429699995 40.033141681000075, -75.16663478999999 40.03323775500007, -75.16666082599994 40.03325394900003, -75.16680459099996 40.033114470000044, -75.16650904799997 40.03293342300003, -75.16651186299998 40.03293069000006, -75.16730979099998 40.033399159000055, -75.16671099899997 40.03398038600005, -75.16657800999997 40.03390230800005, -75.16664877799997 40.03383361700003, -75.16662078 40.03381718000003))",OWNED_POLYGON,false,false,,false
223-222@628-p74-k4v,,New Foundations Cs,,40.035088,-75.024246,8001 Torresdale Ave,Philadelphia,PA,19136,US,"POLYGON ((-75.02404371599994 40.03444692900007, -75.02403243499998 40.03443001900007, -75.02406603499998 40.03441724600003, -75.02403219499996 40.03436651700008, -75.02412179599997 40.03433245600007, -75.02416973599998 40.03440432200006, -75.02430973699995 40.03435110100003, -75.02445287799998 40.034386777000066, -75.02465874199999 40.03469538000007, -75.02455234099995 40.034735829000056, -75.02458054199997 40.034778103000065, -75.02433413899996 40.03487177200003, -75.02446950199999 40.035074689000055, -75.02453110299996 40.03505127100004, -75.02462134599995 40.03518655000005, -75.02456534499998 40.035207838000076, -75.02458226499994 40.03523320200003, -75.02405585599996 40.035433313000055, -75.02399945399998 40.03534876400005, -75.02402745499995 40.03533812000006, -75.02399925499998 40.035295846000054, -75.02402725499996 40.03528520200007, -75.02398777399998 40.03522601700007, -75.02393737399996 40.035245177000036, -75.02390353299995 40.03519444700004, -75.02402673499995 40.03514761300005, -75.02399571399997 40.035101111000074, -75.02391171199997 40.03513304400008, -75.02382711199994 40.03500622000007, -75.02388871299996 40.03498280400004, -75.02381539199996 40.03487289000003, -75.02384339199995 40.034862246000046, -75.02380673199997 40.034807288000025, -75.02392433399996 40.03476258300003, -75.02378051299996 40.03454698300004, -75.02404371599994 40.03444692900007))",OWNED_POLYGON,false,false,,false
zzw-22j@628-pmb-7t9,,Enforex,,39.94911,-75.163623,1334 Walnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.16344554099999 39.94909268500004, -75.16337212699995 39.94901716700008, -75.16355769799998 39.94891412700008, -75.16363817499996 39.94892342900005, -75.16364480299995 39.948890678000055, -75.16338479899997 39.948860627000045, -75.16339426699994 39.94881384000007, -75.16344379099996 39.948819565000065, -75.16344757899998 39.948800850000055, -75.16339186399995 39.94879441000006, -75.16339754399996 39.94876633900003, -75.16337278199995 39.94876347700006, -75.16339360999996 39.94866054800008, -75.16336884799995 39.94865768500006, -75.16337926199998 39.948606221000034, -75.16332354699995 39.94859978100004, -75.16341822399994 39.94813192000004, -75.16381441499993 39.948177713000064, -75.16373015599999 39.948594109000055, -75.16377348999998 39.94859911800006, -75.16384165399995 39.94826225800006, -75.16427499099996 39.948312343000055, -75.16417369299995 39.94881295500005, -75.16423559899994 39.94882011000004, -75.16415418199995 39.94922247100004, -75.16412322899998 39.94921889300008, -75.16411660099999 39.94925164400007, -75.16396183699999 39.94923375600007, -75.16395804899997 39.94925247000003, -75.163859 39.94924102200008, -75.16386468099995 39.94921295100005, -75.16347467399999 39.94916787300008, -75.16341699199995 39.94910853700003, -75.16344554099999 39.94909268500004), (-75.16378354199998 39.94864337200005, -75.16378638199996 39.94862933700006, -75.16371828499996 39.94862146500003, -75.16371165799995 39.94865421600008, -75.16368689599994 39.94865135400005, -75.16365470699998 39.94881042700007, -75.16381566099994 39.94882903000007, -75.16384216999995 39.94869802900007, -75.1638545499999 39.94869946000006, -75.16386401899996 39.94865267400007, -75.16378354199998 39.94864337200005))",SHARED_POLYGON,false,false,,false
zzy-225@628-pm3-y35,,Ballroom Philadelphia,,39.93229,-75.164511,1207 Gerritt St,Philadelphia,PA,19147,US,"POLYGON ((-75.16477399584166 39.93211725317881, -75.16472893849081 39.93245268012402, -75.16424879799996 39.93238572400003, -75.16429536999993 39.93219489200004, -75.16427689699998 39.932192316000055, -75.16431097399999 39.93205268400004, -75.16477399584166 39.93211725317881))",OWNED_POLYGON,false,false,,false
227-222@628-pm4-zcq,,Osagame Judo and Brazilian Jiu Jitsu,,39.936046,-75.16748,1168 S Broad St,Philadelphia,PA,19146,US,"POLYGON ((-75.16738292999997 39.93601948500003, -75.16778211599996 39.93607214300005, -75.16776903599998 39.936123112000075, -75.16759692499994 39.93609787500003, -75.16759115899998 39.93612034300003, -75.16739450799997 39.936091316000045, -75.16736953099996 39.93608381700005, -75.16738292999997 39.93601948500003))",OWNED_POLYGON,false,false,,false
zzw-22c@628-pm9-y9z,zzw-22g@628-pm9-y9z,Staffing Training Solutions,,39.941842,-75.148889,525 S 4th St,Philadelphia,PA,19147,US,"POLYGON ((-75.14762604599997 39.941755803000035, -75.14760135999995 39.941752594000036, -75.1476586799999 39.94150071000007, -75.14841774799999 39.94159939100007, -75.14841987099999 39.941590062000046, -75.14906168599998 39.94167349500003, -75.14898844999993 39.941995346000056, -75.14868605599997 39.94195603700007, -75.14866588899997 39.94204466300005, -75.14845606399996 39.94201738600003, -75.14845393999997 39.942026715000054, -75.14758995599993 39.94191439600007, -75.14762604599997 39.941755803000035), (-75.14852281099996 39.94189159300004, -75.14853554899997 39.941835619000074, -75.14849234899998 39.94183000400005, -75.14849022699997 39.941839333000075, -75.14821868799999 39.94180403300004, -75.14821125799995 39.941836685000055, -75.14825445699995 39.941842300000076, -75.14824596599993 39.94187961700004, -75.14844344799997 39.941905288000044, -75.14844875499995 39.94188196600004, -75.14852281099996 39.94189159300004))",SHARED_POLYGON,false,false,,true
223-222@628-p9q-3dv,,Penn State Industries,,40.106598,-75.043817,2800 Comly Rd,Philadelphia,PA,19154,US,"POLYGON ((-75.04365879993783 40.107299436156694, -75.04285413723336 40.106893246070584, -75.0435622404133 40.1061998452689, -75.04382509689675 40.10615060944024, -75.04449028473245 40.10646243575312, -75.04365879993783 40.107299436156694))",OWNED_POLYGON,false,false,,false
zzw-224@628-pmf-92k,zzy-225@628-pmf-8vz,Van Pelt Dietrich Library Center,,39.952744,-75.193989,3420 Walnut St,Philadelphia,PA,19104,US,"POLYGON ((-75.19319354499999 39.95238287800004, -75.19365830899994 39.952434278000055, -75.19366737699994 39.952387447000035, -75.19375413299997 39.95239704100004, -75.19374325099994 39.95245323900008, -75.19397253499994 39.95247859500006, -75.19394532999996 39.95261908900005, -75.19414982699993 39.952641705000076, -75.19415526799997 39.95261360500007, -75.19420484199998 39.95261908800006, -75.19420846999998 39.95260035500007, -75.19479097599998 39.95266477200005, -75.19472296799995 39.95301600700003, -75.19409708099994 39.95294679400007, -75.19412156499999 39.952820349000035, -75.19391706799996 39.95279773400006, -75.19390799899998 39.95284456600007, -75.19359195899995 39.952809615000035, -75.19358742399999 39.95283303000008, -75.19333335199997 39.95280493200005, -75.19332972499996 39.95282366400005, -75.19327395199997 39.95281749600008, -75.19328029999997 39.952784714000074, -75.19311918199998 39.952766895000025, -75.19319354499999 39.95238287800004))",SHARED_POLYGON,false,false,,true
zzw-222@628-pgm-6hq,,St Bridget Elementary School,,40.011508,-75.193612,3636 Stanton St,Philadelphia,PA,19129,US,"POLYGON ((-75.19371673999996 40.01115965500003, -75.19368574899994 40.01114664600004, -75.19377618799996 40.01102378300004, -75.19401636999999 40.01112459700005, -75.19361585199994 40.011668703000055, -75.19356936599996 40.01164919100006, -75.19351337899997 40.01172524800006, -75.19336617099998 40.011663458000044, -75.19341784999995 40.01159325200007, -75.19345658999998 40.011609512000064, -75.19359440299996 40.01142229300007, -75.19357115999998 40.01141253700007, -75.19367882499995 40.01126627200006, -75.19364783399999 40.01125326400006, -75.19371673999996 40.01115965500003))",OWNED_POLYGON,false,false,,false
zzw-222@628-pgj-v4v,,Renzo Gracie Philly,,39.984565,-75.137434,2221 N American St,Philadelphia,PA,19133,US,"POLYGON ((-75.13731683499998 39.98451661400003, -75.13721135899993 39.98450540500005, -75.13726111199998 39.98423825000003, -75.13708738399998 39.98421978700003, -75.13710396899995 39.984130735000065, -75.13751967299999 39.98417491300006, -75.13743936999998 39.98460611000007, -75.13730286899994 39.98459160500005, -75.13731683499998 39.98451661400003))",SHARED_POLYGON,false,false,,false
zzw-222@628-p8n-45f,,Lawton Henry W Sch,,40.020613,-75.058777,6101 Jackson St,Philadelphia,PA,19135,US,"POLYGON ((-75.05836006699997 40.020513255000026, -75.05793656499998 40.02005075900007, -75.05805323999994 40.01998985200004, -75.05807844899994 40.02001738200005, -75.05811490999997 40.01999834900005, -75.05807457499998 40.01995430100004, -75.05827875699998 40.019847714000036, -75.05835942399995 40.01993580900006, -75.05831567099995 40.019958649000046, -75.05836104599996 40.02000820200004, -75.05828083199998 40.02005007500003, -75.05843712499995 40.02022075800005, -75.05853921499994 40.02016746400005, -75.05883163599998 40.020486806000065, -75.05906498599995 40.020364990000076, -75.05924648999996 40.02056320100007, -75.05866311299997 40.02086773900004, -75.05834548299998 40.02052086800006, -75.05836006699997 40.020513255000026))",OWNED_POLYGON,false,false,,false
229-222@628-phy-qvf,,Esperanza Cyber Cs,,40.015958,-75.134065,4261 N 5th St,Philadelphia,PA,19140,US,"POLYGON ((-75.13350728599994 40.016361492000044, -75.13367853899996 40.01539984900006, -75.13374687599998 40.015406788000064, -75.13375188799995 40.015378643000076, -75.13444768099998 40.01544928800007, -75.13441844499994 40.01561347100005, -75.13439359499995 40.015610948000074, -75.13438106499996 40.01568131100004, -75.13434378999995 40.01567752700004, -75.13432708399995 40.015771346000065, -75.13429602099995 40.01576819200005, -75.13427847999998 40.01586670200004, -75.13430332999997 40.015869225000074, -75.13427158699994 40.016047481000044, -75.13443932399997 40.016064511000025, -75.13449863099999 40.01573145400005, -75.13472849299995 40.01575479100006, -75.13472013999996 40.01580170100004, -75.13474498999994 40.01580422400008, -75.13473747199998 40.015846442000054, -75.13476232199997 40.01584896500003, -75.13464704899997 40.01649631500004, -75.13396367099995 40.01642693300005, -75.13396701199997 40.016408169000044, -75.13350728599994 40.016361492000044))",OWNED_POLYGON,false,false,,false
222-227@628-pm9-wtv,,Cheyney University Phila Urban Center,,39.951638,-75.152673,701 Market St,Philadelphia,PA,19106,US,"POLYGON ((-75.15499720199995 39.95235112900008, -75.15500992399996 39.95227601300007, -75.15482355999995 39.95225798600006, -75.15481640299998 39.95230023900007, -75.15471079699995 39.952290023000046, -75.15470841099994 39.95230410700003, -75.15434189399997 39.95226865200004, -75.15434586999999 39.952245178000055, -75.15373086799997 39.95218568400003, -75.15373484399998 39.95216220900005, -75.15361060199996 39.952150190000054, -75.15358515399998 39.952300421000075, -75.15367212399997 39.952308834000064, -75.15367530499998 39.95229005600004, -75.15379333599998 39.95230147400008, -75.15379094999997 39.952315558000066, -75.15423201299996 39.95235822600006, -75.15423439799997 39.95234414200007, -75.15440833799994 39.95236096900004, -75.15437176099994 39.95257692500007, -75.15433448799996 39.952573320000056, -75.15430267899995 39.95276110800006, -75.15374979399996 39.95270762300004, -75.15374104699998 39.952759265000054, -75.15370377499994 39.95275565800006, -75.15368707499994 39.95285424700006, -75.15365601299999 39.952851242000065, -75.15365044599997 39.95288410500007, -75.15362559799996 39.95288170200007, -75.15361923599994 39.952919259000055, -75.15347635599994 39.95290543700003, -75.15347237999998 39.952928910000026, -75.15351586499997 39.95293311700004, -75.15351347899997 39.952947202000075, -75.15348241799995 39.95294419700008, -75.15347923799999 39.95296297500005, -75.15354757099993 39.95296958600005, -75.15352928099998 39.95307756400007, -75.15345473399998 39.953070352000054, -75.15344996299996 39.953098520000026, -75.15302753299994 39.95305765300003, -75.15302912299995 39.95304826300003, -75.15271229999996 39.953017611000064, -75.15270832299996 39.95304108500005, -75.15255923099994 39.953026660000035, -75.15256241199995 39.953007882000065, -75.15235119699997 39.952987446000066, -75.15227536099997 39.95291330600003, -75.15225433899997 39.95292558700004, -75.15223808799993 39.95290969900003, -75.15219604399994 39.95293426100005, -75.15208422399996 39.95292344200004, -75.15208104299995 39.95294222100006, -75.15178285799993 39.95291337000003, -75.15178524399994 39.95289928600005, -75.15169206099995 39.95289027000007, -75.15179625299999 39.952275265000026, -75.15182731399995 39.95227827000008, -75.15185196999994 39.95213273400003, -75.15224954499996 39.952171203000034, -75.15222886699996 39.95229326500004, -75.15225371499997 39.95229566900008, -75.15226962199995 39.95220177500005, -75.15230068199998 39.952204780000045, -75.15230465899998 39.952181307000046, -75.15259041699994 39.95220895400007, -75.15258802999995 39.95222303800006, -75.15273712199996 39.952237463000074, -75.15265520599996 39.952721017000044, -75.15262414599994 39.95271801200005, -75.15257801799999 39.952990304000025, -75.15266498899996 39.95299871800006, -75.15267771399994 39.952923604000034, -75.15270256299993 39.95292600800008, -75.15281310799998 39.95227344400007, -75.15284416899993 39.95227644900007, -75.15285768899997 39.95219664000007, -75.15287632499997 39.95219844200005, -75.15287950599998 39.95217966400003, -75.15284223299994 39.95217605800008, -75.15284461899995 39.952161974000035, -75.15247810399995 39.95212651300005, -75.15248128499996 39.95210773400004, -75.15189734699999 39.952051235000056, -75.15193234099996 39.951844669000025, -75.15190128099994 39.95184166300004, -75.15198320099995 39.95135811100005, -75.15202047299994 39.951361717000054, -75.15202524399996 39.951333549000026, -75.15221781799994 39.95135218100006, -75.15221145499999 39.951389739000035, -75.15223009199997 39.95139154200007, -75.15224758799997 39.95128825900008, -75.15206743999994 39.95127082800008, -75.15209925199997 39.95108304100006, -75.15224212799995 39.95109686500007, -75.15224530999996 39.95107808600005, -75.15235712599997 39.95108890500006, -75.15235155899995 39.951121768000064, -75.15298518699996 39.95118307200005, -75.15298916399996 39.95115959900005, -75.15323764499993 39.95118363900008, -75.15324400799994 39.95114608100005, -75.15329991499993 39.95115149000003, -75.15330230099994 39.95113740600004, -75.15348245099995 39.95115483500007, -75.15347370399996 39.95120647700003, -75.15351718799997 39.951210684000046, -75.15350525899999 39.95128110400003, -75.15347419899996 39.951278099000035, -75.15342727899997 39.95155508600004, -75.15345212799997 39.951557491000074, -75.15334158899998 39.952210054000034, -75.15350310599996 39.952225680000026, -75.15354207199994 39.951995640000064, -75.15351722399998 39.95199323600008, -75.15359277099998 39.951547239000035, -75.15362383099995 39.95155024400003, -75.15366756799995 39.95129203500005, -75.15405271599997 39.95132929500005, -75.15404953399997 39.951348074000066, -75.15502482999995 39.951442421000024, -75.15499461499996 39.95162082000007, -75.15489522199994 39.95161120500006, -75.15488408999994 39.951676931000065, -75.15483439299999 39.95167212400003, -75.15483041699997 39.951695597000025, -75.15478693299997 39.951691391000054, -75.15477818699998 39.95174303300007, -75.15470985299999 39.95173642300006, -75.15471303399994 39.95171764400004, -75.15461985199994 39.95170863000004, -75.15459758699996 39.95184008200005, -75.15457895099996 39.95183827900007, -75.15453680699994 39.95208709800005, -75.15470453499995 39.95210332400006, -75.15472123299998 39.95200473500006, -75.15477714199994 39.95201014300005, -75.15478588999997 39.951958501000036, -75.15502816199995 39.95198193700003, -75.15502498199999 39.95200071600004, -75.15534179999997 39.95203136200007, -75.15535134199996 39.951975025000024, -75.15540103899997 39.95197983300005, -75.15541853199994 39.951876549000076, -75.15498989499997 39.95183508700006, -75.15499705099995 39.95179283400006, -75.15490386899995 39.95178382100005, -75.15490068899999 39.951802599000075, -75.15488205199995 39.95180079600004, -75.15488602799996 39.951777323000044, -75.15481769499996 39.95177071300003, -75.15482326099993 39.95173785000003, -75.15492265399996 39.95174746400005, -75.15493140199999 39.95169582300008, -75.15495624999994 39.951698226000076, -75.15496420099998 39.95165127900003, -75.15515056499999 39.95166930700003, -75.15516964799997 39.95155663300005, -75.15530010099997 39.95156925200007, -75.15530805199995 39.951522305000026, -75.15540123399995 39.951531319000026, -75.15541634099998 39.951442119000035, -75.15552815799998 39.95145293500008, -75.15552338799995 39.95148110300005, -75.15567247699994 39.95149552500004, -75.15567406899999 39.95148613500004, -75.15622073299994 39.95153901100008, -75.15621755199999 39.95155779000004, -75.15636664299996 39.95157221000005, -75.15636346299993 39.95159099000006, -75.15657467499994 39.95161141800003, -75.15656831399997 39.95164897600006, -75.15663664699997 39.951655585000026, -75.15660882099996 39.95181990100008, -75.15657154899998 39.95181629500007, -75.15654133699996 39.95199469500005, -75.15638603399998 39.95197967400003, -75.15635661599998 39.95215337900004, -75.15648085999999 39.952165395000065, -75.15642679699994 39.952484636000065, -75.15639573599998 39.95248163200006, -75.15639017099994 39.95251449500006, -75.15630941299997 39.95250668400007, -75.15631577199997 39.95246912600004, -75.15557031199995 39.95239702300006, -75.15556553999994 39.95242519100003, -75.15512447699996 39.952382528000044, -75.15512765699998 39.95236374800004, -75.15499720199995 39.95235112900008))",SHARED_POLYGON,false,false,,false
zzw-222@628-p9n-bkz,,St Martha Elementary School,,40.088197,-74.98525,11321 Academy Rd,Philadelphia,PA,19154,US,"POLYGON ((-74.98658254730947 40.086543468585084, -74.98535945999868 40.08847240095155, -74.98311713326223 40.0869046345489, -74.98483374703176 40.085295789602924, -74.98658254730947 40.086543468585084))",OWNED_POLYGON,true,false,,false
225-222@628-pj4-xwk,223-223@628-pj4-zzz,Temple University Plastic Surgery,,40.007183,-75.151164,3509 N Broad St Ste 6,Philadelphia,PA,19140,US,"POLYGON ((-75.15144992566776 40.00762999587088, -75.15071731764247 40.00754135488698, -75.15092652994564 40.00683050651531, -75.1505778427737 40.006752436011794, -75.15061002928188 40.00654287790306, -75.15035790163448 40.006415499130455, -75.15042763906887 40.006058015499114, -75.15177179074955 40.006200075553025, -75.15144992566776 40.00762999587088))",SHARED_POLYGON,false,false,,true
22b-222@63s-dvy-y35,,Lea Henry C Sch,,39.954302,-75.216561,4700 Locust St,Philadelphia,PA,19139,US,"POLYGON ((-75.21655852944544 39.9545986343128, -75.21603185703317 39.95452743764822, -75.21602515151064 39.954468839942145, -75.21608147789995 39.95421491596899, -75.21621290614168 39.95423342058187, -75.21618608405153 39.95432697160372, -75.21648380925218 39.95436089666796, -75.21648380925218 39.95421800007149, -75.216517408188 39.95400944245786, -75.21658848672689 39.95398374152109, -75.21670516281904 39.953997106009425, -75.21669309287847 39.95402383497821, -75.21685402541937 39.9540423396428, -75.21681513338865 39.954277759660776, -75.21665017753423 39.95425617095926, -75.21655852944544 39.9545986343128))",OWNED_POLYGON,false,false,,false
22v-222@628-pnx-qpv,,Heavy Hitters Thai Boxing,,39.974324,-75.144627,1516 N 5th St Unit 115,Philadelphia,PA,19122,US,"POLYGON ((-75.14484114410475 39.974554599834974, -75.14418250065448 39.97440420093682, -75.14425548399998 39.974083697000026, -75.14492845499996 39.97417116400004, -75.14484114410475 39.974554599834974))",OWNED_POLYGON,false,false,,false
zzw-222@628-pgb-5cq,,Community College Of Philadelphia,,39.96154,-75.166181,1700 Spring Garden St,Philadelphia,PA,19130,US,"POLYGON ((-75.16677459758729 39.9602589101967, -75.1678919547434 39.96041232496303, -75.1682352774973 39.960938628743804, -75.16775247987462 39.96310547741731, -75.16482350763036 39.96273132059692, -75.16539594215364 39.960106774413994, -75.16677459758729 39.9602589101967))",OWNED_POLYGON,true,false,,false
zzw-225@628-pfz-rrk,,Roxborough Memorial Hospital School Of Nursing,,40.029255,-75.20899,5800 Ridge Ave,Philadelphia,PA,19128,US,"POLYGON ((-75.210510206766 40.02903173448528, -75.20877218098474 40.02978609101465, -75.20874267668557 40.029775822040165, -75.20812410972223 40.02892711274235, -75.20812947414026 40.02889014396151, -75.20994982411105 40.02812136837169, -75.210510206766 40.02903173448528))",OWNED_POLYGON,true,false,,false
224-222@628-pmf-nqz,,Training Resource Group,,39.955976,-75.173034,100 N 20th St,Philadelphia,PA,19103,US,"POLYGON ((-75.17350443199996 39.955806866000046, -75.17343621599997 39.95612669600007, -75.17339466399994 39.95612150200003, -75.17338444299997 39.95616819800006, -75.17285303199998 39.95610177000003, -75.17287549299994 39.95599916200007, -75.17287819499995 39.95599957200005, -75.17293510099995 39.95573488400004, -75.17319152299996 39.95576569800005, -75.17350443199996 39.955806866000046))",SHARED_POLYGON,false,false,,false
23m-222@628-pm9-yn5,,St Peters School,,39.94277,-75.148142,319 Lombard St,Philadelphia,PA,19147,US,"POLYGON ((-75.14840174173389 39.94295583443406, -75.14746716159328 39.94284273196591, -75.14755031007275 39.942521931220895, -75.14848908322796 39.94263092138631, -75.14840174173389 39.94295583443406))",OWNED_POLYGON,true,false,,false
222-222@628-php-xqz,,Mt Airy Christian Day School,,40.051944,-75.149398,6401 Ogontz Ave,Philadelphia,PA,19126,US,"POLYGON ((-75.14976257664114 40.05302668802269, -75.1483768216051 40.052847207442326, -75.14866576283566 40.05150547612832, -75.14996204695228 40.05167159700777, -75.14976257664114 40.05302668802269))",OWNED_POLYGON,true,false,,false
22m-222@628-pj4-zfz,,Temple University Hearing Services,,40.00592,-75.152314,3440 N Broad St,Philadelphia,PA,19102,US,"POLYGON ((-75.15214057499998 40.00589782600008, -75.15218647099994 40.00569665800003, -75.15219862299995 40.00569829400007, -75.15217992299995 40.00577750800005, -75.15219843499995 40.00578000100006, -75.15223198099994 40.00563789500006, -75.15251573799998 40.00567641500004, -75.15246576499999 40.00588810800008, -75.15249921899994 40.005892612000025, -75.15248848099998 40.00594236400008, -75.15249811699994 40.00594364500006, -75.15244923699998 40.00616657200004, -75.15208879399995 40.00611821800004, -75.15214057499998 40.00589782600008))",OWNED_POLYGON,false,false,,false
