SchoolYear,Sector,SubSector,SRCSchoolID,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2019-2020,District,District,747,Bridesburg School,Network 9,00,81,0,0.00,81,100.00,3,3.70,78,96.30,40,49.38,41,50.62,0,0.00,2,2.47,1,1.23,10,12.35,5,6.17,0,0.00,63,77.78,
2019-2020,District,District,747,Bridesburg School,Network 9,01,84,3,3.57,81,96.43,7,8.33,77,91.67,39,46.43,45,53.57,0,0.00,2,2.38,2,2.38,9,10.71,5,5.95,0,0.00,66,78.57,
2019-2020,District,District,747,Bridesburg School,Network 9,02,82,1,1.22,81,98.78,14,17.07,68,82.93,40,48.78,42,51.22,0,0.00,0,0.00,1,1.22,9,10.98,2,2.44,0,0.00,70,85.37,
2019-2020,District,District,747,Bridesburg School,Network 9,03,75,2,2.67,73,97.33,12,16.00,63,84.00,35,46.67,40,53.33,0,0.00,2,2.67,2,2.67,3,4.00,4,5.33,0,0.00,64,85.33,
2019-2020,District,District,747,Bridesburg School,Network 9,04,97,4,4.12,93,95.88,16,16.49,81,83.51,40,41.24,57,58.76,0,0.00,1,1.03,2,2.06,7,7.22,2,2.06,0,0.00,85,87.63,
2019-2020,District,District,747,Bridesburg School,Network 9,05,68,2,2.94,66,97.06,11,16.18,57,83.82,33,48.53,35,51.47,0,0.00,1,1.47,2,2.94,4,5.88,5,7.35,0,0.00,56,82.35,
2019-2020,District,District,747,Bridesburg School,Network 9,06,140,4,2.86,136,97.14,27,19.29,113,80.71,47,33.57,93,66.43,0,0.00,1,0.71,2,1.43,14,10.00,9,6.43,0,0.00,114,81.43,
2019-2020,District,District,747,Bridesburg School,Network 9,07,86,1,1.16,85,98.84,13,15.12,73,84.88,42,48.84,44,51.16,0,0.00,1,1.16,3,3.49,4,4.65,3,3.49,0,0.00,75,87.21,
2019-2020,District,District,747,Bridesburg School,Network 9,08,76,1,1.32,75,98.68,7,9.21,69,90.79,43,56.58,33,43.42,2,2.63,0,0.00,0,0.00,1,1.32,6,7.89,0,0.00,67,88.16,
2019-2020,District,District,747,Bridesburg School,Network 9,All Grades,789,18,2.28,771,97.72,110,13.94,679,86.06,359,45.50,430,54.50,2,0.25,10,1.27,15,1.90,61,7.73,41,5.20,0,0.00,660,83.65,93.89
2019-2020,District,District,749,Prince Hall School,Network 7,00,85,0,0.00,85,100.00,3,3.53,82,96.47,50,58.82,35,41.18,0,0.00,0,0.00,83,97.65,2,2.35,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,749,Prince Hall School,Network 7,01,89,0,0.00,89,100.00,12,13.48,77,86.52,50,56.18,39,43.82,0,0.00,1,1.12,84,94.38,2,2.25,0,0.00,0,0.00,2,2.25,
2019-2020,District,District,749,Prince Hall School,Network 7,02,88,0,0.00,88,100.00,15,17.05,73,82.95,39,44.32,49,55.68,0,0.00,0,0.00,82,93.18,1,1.14,0,0.00,0,0.00,5,5.68,
2019-2020,District,District,749,Prince Hall School,Network 7,03,93,0,0.00,93,100.00,20,21.51,73,78.49,48,51.61,45,48.39,1,1.08,0,0.00,84,90.32,2,2.15,5,5.38,0,0.00,1,1.08,
2019-2020,District,District,749,Prince Hall School,Network 7,04,89,0,0.00,89,100.00,18,20.22,71,79.78,35,39.33,54,60.67,0,0.00,0,0.00,81,91.01,3,3.37,4,4.49,0,0.00,1,1.12,
2019-2020,District,District,749,Prince Hall School,Network 7,05,94,0,0.00,94,100.00,14,14.89,80,85.11,42,44.68,52,55.32,0,0.00,0,0.00,86,91.49,2,2.13,6,6.38,0,0.00,0,0.00,
2019-2020,District,District,749,Prince Hall School,Network 7,All Grades,538,0,0.00,538,100.00,82,15.24,456,84.76,264,49.07,274,50.93,1,0.19,1,0.19,500,92.94,12,2.23,15,2.79,0,0.00,9,1.67,100.00
2019-2020,District,District,750,Feltonville School of Arts and Sciences,Network 7,06,230,66,28.70,164,71.30,32,13.91,198,86.09,111,48.26,119,51.74,0,0.00,8,3.48,53,23.04,150,65.22,13,5.65,0,0.00,6,2.61,
2019-2020,District,District,750,Feltonville School of Arts and Sciences,Network 7,07,213,50,23.47,163,76.53,36,16.90,177,83.10,108,50.70,105,49.30,0,0.00,12,5.63,45,21.13,136,63.85,12,5.63,0,0.00,8,3.76,
2019-2020,District,District,750,Feltonville School of Arts and Sciences,Network 7,08,230,68,29.57,162,70.43,48,20.87,182,79.13,100,43.48,130,56.52,0,0.00,7,3.04,58,25.22,148,64.35,9,3.91,0,0.00,8,3.48,
2019-2020,District,District,750,Feltonville School of Arts and Sciences,Network 7,All Grades,673,184,27.34,489,72.66,116,17.24,557,82.76,319,47.40,354,52.60,0,0.00,27,4.01,156,23.18,434,64.49,34,5.05,0,0.00,22,3.27,100.00
2019-2020,District,District,751,Mary M. Bethune School,Network 11,00,63,4,6.35,59,93.65,1,1.59,62,98.41,30,47.62,33,52.38,0,0.00,0,0.00,49,77.78,12,19.05,2,3.17,0,0.00,0,0.00,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,01,64,4,6.25,60,93.75,4,6.25,60,93.75,33,51.56,31,48.44,0,0.00,0,0.00,48,75.00,15,23.44,1,1.56,0,0.00,0,0.00,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,02,69,5,7.25,64,92.75,6,8.70,63,91.30,44,63.77,25,36.23,0,0.00,0,0.00,52,75.36,14,20.29,3,4.35,0,0.00,0,0.00,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,03,77,6,7.79,71,92.21,11,14.29,66,85.71,26,33.77,51,66.23,0,0.00,0,0.00,60,77.92,15,19.48,1,1.30,0,0.00,1,1.30,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,04,69,7,10.14,62,89.86,3,4.35,66,95.65,35,50.72,34,49.28,0,0.00,0,0.00,46,66.67,15,21.74,7,10.14,0,0.00,1,1.45,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,05,69,7,10.14,62,89.86,9,13.04,60,86.96,36,52.17,33,47.83,0,0.00,0,0.00,50,72.46,12,17.39,7,10.14,0,0.00,0,0.00,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,06,45,3,6.67,42,93.33,4,8.89,41,91.11,18,40.00,27,60.00,0,0.00,0,0.00,37,82.22,6,13.33,1,2.22,0,0.00,1,2.22,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,07,62,5,8.06,57,91.94,8,12.90,54,87.10,41,66.13,21,33.87,0,0.00,0,0.00,42,67.74,15,24.19,4,6.45,0,0.00,1,1.61,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,08,52,5,9.62,47,90.38,6,11.54,46,88.46,30,57.69,22,42.31,0,0.00,0,0.00,39,75.00,10,19.23,2,3.85,0,0.00,1,1.92,
2019-2020,District,District,751,Mary M. Bethune School,Network 11,All Grades,570,46,8.07,524,91.93,52,9.12,518,90.88,293,51.40,277,48.60,0,0.00,0,0.00,423,74.21,114,20.00,28,4.91,0,0.00,5,0.88,100.00
2019-2020,District,District,753,William Rowen School,Network 7,00,61,0,0.00,61,100.00,3,4.92,58,95.08,34,55.74,27,44.26,0,0.00,0,0.00,59,96.72,1,1.64,0,0.00,0,0.00,1,1.64,
2019-2020,District,District,753,William Rowen School,Network 7,01,66,0,0.00,66,100.00,9,13.64,57,86.36,34,51.52,32,48.48,0,0.00,0,0.00,61,92.42,2,3.03,2,3.03,0,0.00,1,1.52,
2019-2020,District,District,753,William Rowen School,Network 7,02,63,0,0.00,63,100.00,12,19.05,51,80.95,26,41.27,37,58.73,0,0.00,0,0.00,58,92.06,1,1.59,0,0.00,0,0.00,4,6.35,
2019-2020,District,District,753,William Rowen School,Network 7,03,73,0,0.00,73,100.00,11,15.07,62,84.93,30,41.10,43,58.90,0,0.00,0,0.00,68,93.15,2,2.74,3,4.11,0,0.00,0,0.00,
2019-2020,District,District,753,William Rowen School,Network 7,04,71,1,1.41,70,98.59,8,11.27,63,88.73,33,46.48,38,53.52,0,0.00,0,0.00,64,90.14,2,2.82,4,5.63,0,0.00,1,1.41,
2019-2020,District,District,753,William Rowen School,Network 7,05,77,3,3.90,74,96.10,16,20.78,61,79.22,33,42.86,44,57.14,0,0.00,0,0.00,72,93.51,2,2.60,3,3.90,0,0.00,0,0.00,
2019-2020,District,District,753,William Rowen School,Network 7,All Grades,411,4,0.97,407,99.03,59,14.36,352,85.64,190,46.23,221,53.77,0,0.00,0,0.00,382,92.94,10,2.43,12,2.92,0,0.00,7,1.70,100.00
2019-2020,District,District,773,Roberto Clemente School,Acceleration,06,116,29,25.00,87,75.00,20,17.24,96,82.76,47,40.52,69,59.48,0,0.00,2,1.72,40,34.48,69,59.48,5,4.31,0,0.00,0,0.00,
2019-2020,District,District,773,Roberto Clemente School,Acceleration,07,130,23,17.69,107,82.31,43,33.08,87,66.92,72,55.38,58,44.62,0,0.00,1,0.77,42,32.31,78,60.00,6,4.62,0,0.00,3,2.31,
2019-2020,District,District,773,Roberto Clemente School,Acceleration,08,140,38,27.14,102,72.86,32,22.86,108,77.14,68,48.57,72,51.43,0,0.00,1,0.71,40,28.57,88,62.86,9,6.43,0,0.00,2,1.43,
2019-2020,District,District,773,Roberto Clemente School,Acceleration,All Grades,386,90,23.32,296,76.68,95,24.61,291,75.39,187,48.45,199,51.55,0,0.00,4,1.04,122,31.61,235,60.88,20,5.18,0,0.00,5,1.30,100.00
2019-2020,District,District,801,Abraham Lincoln High School,Network 4,09,641,146,22.78,495,77.22,105,16.38,536,83.62,265,41.34,376,58.66,1,0.16,28,4.37,231,36.04,229,35.73,45,7.02,1,0.16,106,16.54,
2019-2020,District,District,801,Abraham Lincoln High School,Network 4,10,591,113,19.12,478,80.88,111,18.78,480,81.22,243,41.12,348,58.88,1,0.17,35,5.92,209,35.36,215,36.38,30,5.08,1,0.17,100,16.92,
2019-2020,District,District,801,Abraham Lincoln High School,Network 4,11,383,76,19.84,307,80.16,77,20.10,306,79.90,197,51.44,186,48.56,1,0.26,26,6.79,161,42.04,133,34.73,18,4.70,0,0.00,44,11.49,
2019-2020,District,District,801,Abraham Lincoln High School,Network 4,12,348,85,24.43,263,75.57,68,19.54,280,80.46,160,45.98,188,54.02,1,0.29,30,8.62,117,33.62,104,29.89,30,8.62,0,0.00,66,18.97,
2019-2020,District,District,801,Abraham Lincoln High School,Network 4,All Grades,1963,420,21.40,1543,78.60,361,18.39,1602,81.61,865,44.07,1098,55.93,4,0.20,119,6.06,718,36.58,681,34.69,123,6.27,2,0.10,316,16.10,96.59
2019-2020,District,District,802,Northeast High School,Network 1,09,1117,256,22.92,861,77.08,110,9.85,1007,90.15,419,37.51,698,62.49,2,0.18,203,18.17,338,30.26,333,29.81,95,8.50,2,0.18,144,12.89,
2019-2020,District,District,802,Northeast High School,Network 1,10,903,234,25.91,669,74.09,119,13.18,784,86.82,379,41.97,524,58.03,3,0.33,192,21.26,238,26.36,265,29.35,66,7.31,3,0.33,136,15.06,
2019-2020,District,District,802,Northeast High School,Network 1,11,768,176,22.92,592,77.08,71,9.24,697,90.76,319,41.54,449,58.46,4,0.52,194,25.26,206,26.82,183,23.83,51,6.64,2,0.26,128,16.67,
2019-2020,District,District,802,Northeast High School,Network 1,12,679,147,21.65,532,78.35,46,6.77,633,93.23,295,43.45,384,56.55,1,0.15,202,29.75,189,27.84,146,21.50,36,5.30,1,0.15,104,15.32,
2019-2020,District,District,802,Northeast High School,Network 1,All Grades,3467,813,23.45,2654,76.55,346,9.98,3121,90.02,1412,40.73,2055,59.27,10,0.29,791,22.82,971,28.01,927,26.74,248,7.15,8,0.23,512,14.77,86.16
2019-2020,District,District,803,George Washington High School,Network 4,09,444,87,19.59,357,80.41,94,21.17,350,78.83,187,42.12,257,57.88,2,0.45,46,10.36,133,29.95,87,19.59,43,9.68,4,0.90,129,29.05,
2019-2020,District,District,803,George Washington High School,Network 4,10,370,94,25.41,276,74.59,71,19.19,299,80.81,163,44.05,207,55.95,2,0.54,58,15.68,105,28.38,55,14.86,28,7.57,0,0.00,122,32.97,
2019-2020,District,District,803,George Washington High School,Network 4,11,300,85,28.33,215,71.67,54,18.00,246,82.00,134,44.67,166,55.33,2,0.67,69,23.00,70,23.33,54,18.00,15,5.00,0,0.00,90,30.00,
2019-2020,District,District,803,George Washington High School,Network 4,12,282,64,22.70,218,77.30,75,26.60,207,73.40,134,47.52,148,52.48,1,0.35,65,23.05,67,23.76,25,8.87,12,4.26,0,0.00,112,39.72,
2019-2020,District,District,803,George Washington High School,Network 4,All Grades,1396,330,23.64,1066,76.36,294,21.06,1102,78.94,618,44.27,778,55.73,7,0.50,238,17.05,375,26.86,221,15.83,98,7.02,4,0.29,453,32.45,78.74
2019-2020,District,District,804,Arts Academy at Benjamin Rush,Network 1,09,188,2,1.06,186,98.94,10,5.32,178,94.68,147,78.19,41,21.81,1,0.53,11,5.85,33,17.55,23,12.23,10,5.32,0,0.00,110,58.51,
2019-2020,District,District,804,Arts Academy at Benjamin Rush,Network 1,10,155,3,1.94,152,98.06,12,7.74,143,92.26,118,76.13,37,23.87,0,0.00,13,8.39,22,14.19,27,17.42,12,7.74,0,0.00,81,52.26,
2019-2020,District,District,804,Arts Academy at Benjamin Rush,Network 1,11,166,4,2.41,162,97.59,13,7.83,153,92.17,131,78.92,35,21.08,0,0.00,13,7.83,30,18.07,39,23.49,6,3.61,0,0.00,78,46.99,
2019-2020,District,District,804,Arts Academy at Benjamin Rush,Network 1,12,138,0,0.00,138,100.00,19,13.77,119,86.23,102,73.91,36,26.09,0,0.00,5,3.62,29,21.01,16,11.59,5,3.62,0,0.00,83,60.14,
2019-2020,District,District,804,Arts Academy at Benjamin Rush,Network 1,All Grades,647,9,1.39,638,98.61,54,8.35,593,91.65,498,76.97,149,23.03,1,0.15,42,6.49,114,17.62,105,16.23,33,5.10,0,0.00,352,54.40,52.18
2019-2020,Alternative,Alt Contracted,807,OIC CADI,Opportunity,09,29,0,0.00,29,100.00,4,13.79,25,86.21,14,48.28,15,51.72,0,0.00,0,0.00,23,79.31,4,13.79,2,6.90,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,807,OIC CADI,Opportunity,10,41,0,0.00,41,100.00,4,9.76,37,90.24,19,46.34,22,53.66,0,0.00,1,2.44,35,85.37,0,0.00,2,4.88,0,0.00,3,7.32,
2019-2020,Alternative,Alt Contracted,807,OIC CADI,Opportunity,11,39,0,0.00,39,100.00,6,15.38,33,84.62,22,56.41,17,43.59,0,0.00,1,2.56,35,89.74,2,5.13,0,0.00,0,0.00,1,2.56,
2019-2020,Alternative,Alt Contracted,807,OIC CADI,Opportunity,12,12,0,0.00,12,100.00,0,0.00,12,100.00,8,66.67,4,33.33,0,0.00,0,0.00,11,91.67,0,0.00,1,8.33,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,807,OIC CADI,Opportunity,All Grades,121,0,0.00,121,100.00,14,11.57,107,88.43,63,52.07,58,47.93,0,0.00,2,1.65,104,85.95,6,4.96,5,4.13,0,0.00,4,3.31,100.00
2019-2020,Alternative,Alt Contracted,808,Excel Academy North,Opportunity,09,21,0,0.00,21,100.00,5,23.81,16,76.19,11,52.38,10,47.62,0,0.00,0,0.00,20,95.24,0,0.00,1,4.76,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,808,Excel Academy North,Opportunity,10,43,0,0.00,43,100.00,1,2.33,42,97.67,26,60.47,17,39.53,0,0.00,0,0.00,38,88.37,5,11.63,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,808,Excel Academy North,Opportunity,11,63,0,0.00,63,100.00,15,23.81,48,76.19,31,49.21,32,50.79,0,0.00,1,1.59,58,92.06,2,3.17,2,3.17,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,808,Excel Academy North,Opportunity,12,16,0,0.00,16,100.00,5,31.25,11,68.75,7,43.75,9,56.25,0,0.00,0,0.00,15,93.75,1,6.25,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,808,Excel Academy North,Opportunity,All Grades,143,0,0.00,143,100.00,26,18.18,117,81.82,75,52.45,68,47.55,0,0.00,1,0.70,131,91.61,8,5.59,3,2.10,0,0.00,0,0.00,100.00
2019-2020,District,District,809,Swenson Arts and Technology High School,Network 4,09,181,13,7.18,168,92.82,25,13.81,156,86.19,73,40.33,108,59.67,2,1.10,13,7.18,52,28.73,54,29.83,10,5.52,0,0.00,50,27.62,
2019-2020,District,District,809,Swenson Arts and Technology High School,Network 4,10,157,12,7.64,145,92.36,32,20.38,125,79.62,50,31.85,107,68.15,0,0.00,3,1.91,45,28.66,57,36.31,9,5.73,0,0.00,43,27.39,
2019-2020,District,District,809,Swenson Arts and Technology High School,Network 4,11,155,11,7.10,144,92.90,25,16.13,130,83.87,68,43.87,87,56.13,1,0.65,7,4.52,39,25.16,49,31.61,6,3.87,0,0.00,53,34.19,
2019-2020,District,District,809,Swenson Arts and Technology High School,Network 4,12,133,6,4.51,127,95.49,35,26.32,98,73.68,49,36.84,84,63.16,0,0.00,8,6.02,34,25.56,36,27.07,4,3.01,0,0.00,51,38.35,
2019-2020,District,District,809,Swenson Arts and Technology High School,Network 4,All Grades,626,42,6.71,584,93.29,117,18.69,509,81.31,240,38.34,386,61.66,3,0.48,31,4.95,170,27.16,196,31.31,29,4.63,0,0.00,197,31.47,81.79
2019-2020,Alternative,Alt Contracted,810,Gateway to College - Community College of Philadelphia,Opportunity,09,4,1,25.00,3,75.00,0,0.00,4,100.00,3,75.00,1,25.00,0,0.00,0,0.00,3,75.00,0,0.00,0,0.00,0,0.00,1,25.00,
2019-2020,Alternative,Alt Contracted,810,Gateway to College - Community College of Philadelphia,Opportunity,10,12,0,0.00,12,100.00,1,8.33,11,91.67,4,33.33,8,66.67,0,0.00,0,0.00,9,75.00,1,8.33,2,16.67,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,810,Gateway to College - Community College of Philadelphia,Opportunity,11,22,0,0.00,22,100.00,0,0.00,22,100.00,14,63.64,8,36.36,0,0.00,2,9.09,13,59.09,1,4.55,3,13.64,0,0.00,3,13.64,
2019-2020,Alternative,Alt Contracted,810,Gateway to College - Community College of Philadelphia,Opportunity,12,38,0,0.00,38,100.00,1,2.63,37,97.37,28,73.68,10,26.32,0,0.00,4,10.53,23,60.53,2,5.26,3,7.89,0,0.00,6,15.79,
2019-2020,Alternative,Alt Contracted,810,Gateway to College - Community College of Philadelphia,Opportunity,All Grades,76,1,1.32,75,98.68,2,2.63,74,97.37,49,64.47,27,35.53,0,0.00,6,7.89,48,63.16,4,5.26,8,10.53,0,0.00,10,13.16,0.00
2019-2020,District,District,812,Woodrow Wilson School,Network 8,06,465,138,29.68,327,70.32,67,14.41,398,85.59,223,47.96,242,52.04,1,0.22,96,20.65,141,30.32,135,29.03,35,7.53,1,0.22,56,12.04,
2019-2020,District,District,812,Woodrow Wilson School,Network 8,07,485,153,31.55,332,68.45,54,11.13,431,88.87,234,48.25,251,51.75,5,1.03,94,19.38,144,29.69,151,31.13,42,8.66,0,0.00,49,10.10,
2019-2020,District,District,812,Woodrow Wilson School,Network 8,08,471,145,30.79,326,69.21,52,11.04,419,88.96,210,44.59,261,55.41,0,0.00,97,20.59,154,32.70,142,30.15,30,6.37,0,0.00,48,10.19,
2019-2020,District,District,812,Woodrow Wilson School,Network 8,All Grades,1421,436,30.68,985,69.32,173,12.17,1248,87.83,667,46.94,754,53.06,6,0.42,287,20.20,439,30.89,428,30.12,107,7.53,1,0.07,153,10.77,95.03
2019-2020,District,District,814,Austin Meehan School,Network 12,07,335,26,7.76,309,92.24,69,20.60,266,79.40,155,46.27,180,53.73,0,0.00,11,3.28,136,40.60,85,25.37,31,9.25,0,0.00,72,21.49,
2019-2020,District,District,814,Austin Meehan School,Network 12,08,327,45,13.76,282,86.24,58,17.74,269,82.26,141,43.12,186,56.88,3,0.92,19,5.81,112,34.25,86,26.30,34,10.40,0,0.00,73,22.32,
2019-2020,District,District,814,Austin Meehan School,Network 12,All Grades,662,71,10.73,591,89.27,127,19.18,535,80.82,296,44.71,366,55.29,3,0.45,30,4.53,248,37.46,171,25.83,65,9.82,0,0.00,145,21.90,100.00
2019-2020,District,District,816,Baldi School,Network 8,06,474,115,24.26,359,75.74,55,11.60,419,88.40,231,48.73,243,51.27,3,0.63,105,22.15,70,14.77,36,7.59,32,6.75,1,0.21,227,47.89,
2019-2020,District,District,816,Baldi School,Network 8,07,553,98,17.72,455,82.28,77,13.92,476,86.08,273,49.37,280,50.63,3,0.54,120,21.70,74,13.38,54,9.76,63,11.39,3,0.54,236,42.68,
2019-2020,District,District,816,Baldi School,Network 8,08,474,86,18.14,388,81.86,66,13.92,408,86.08,244,51.48,230,48.52,1,0.21,93,19.62,72,15.19,54,11.39,33,6.96,2,0.42,219,46.20,
2019-2020,District,District,816,Baldi School,Network 8,All Grades,1501,299,19.92,1202,80.08,198,13.19,1303,86.81,748,49.83,753,50.17,7,0.47,318,21.19,216,14.39,144,9.59,128,8.53,6,0.40,682,45.44,73.98
2019-2020,Alternative,Alt Contracted,819,One Bright Ray - Fairhill Campus,Opportunity,09,50,4,8.00,46,92.00,5,10.00,45,90.00,29,58.00,21,42.00,0,0.00,0,0.00,22,44.00,26,52.00,1,2.00,0,0.00,1,2.00,
2019-2020,Alternative,Alt Contracted,819,One Bright Ray - Fairhill Campus,Opportunity,10,73,7,9.59,66,90.41,6,8.22,67,91.78,45,61.64,28,38.36,0,0.00,0,0.00,31,42.47,38,52.05,1,1.37,0,0.00,3,4.11,
2019-2020,Alternative,Alt Contracted,819,One Bright Ray - Fairhill Campus,Opportunity,11,111,6,5.41,105,94.59,6,5.41,105,94.59,68,61.26,43,38.74,0,0.00,0,0.00,63,56.76,46,41.44,2,1.80,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,819,One Bright Ray - Fairhill Campus,Opportunity,12,51,3,5.88,48,94.12,2,3.92,49,96.08,36,70.59,15,29.41,0,0.00,0,0.00,33,64.71,18,35.29,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,819,One Bright Ray - Fairhill Campus,Opportunity,All Grades,285,20,7.02,265,92.98,19,6.67,266,93.33,178,62.46,107,37.54,0,0.00,0,0.00,149,52.28,128,44.91,4,1.40,0,0.00,4,1.40,0.00
2019-2020,District,District,820,Ethan Allen School,Network 9,00,88,29,32.95,59,67.05,0,0.00,88,100.00,47,53.41,41,46.59,0,0.00,7,7.95,22,25.00,45,51.14,2,2.27,0,0.00,12,13.64,
2019-2020,District,District,820,Ethan Allen School,Network 9,01,110,26,23.64,84,76.36,11,10.00,99,90.00,59,53.64,51,46.36,0,0.00,9,8.18,32,29.09,48,43.64,8,7.27,0,0.00,13,11.82,
2019-2020,District,District,820,Ethan Allen School,Network 9,02,110,30,27.27,80,72.73,10,9.09,100,90.91,53,48.18,57,51.82,1,0.91,15,13.64,35,31.82,42,38.18,4,3.64,1,0.91,12,10.91,
2019-2020,District,District,820,Ethan Allen School,Network 9,03,118,38,32.20,80,67.80,7,5.93,111,94.07,60,50.85,58,49.15,0,0.00,14,11.86,37,31.36,41,34.75,9,7.63,0,0.00,17,14.41,
2019-2020,District,District,820,Ethan Allen School,Network 9,04,101,23,22.77,78,77.23,12,11.88,89,88.12,46,45.54,55,54.46,0,0.00,11,10.89,35,34.65,33,32.67,12,11.88,0,0.00,10,9.90,
2019-2020,District,District,820,Ethan Allen School,Network 9,05,121,37,30.58,84,69.42,15,12.40,106,87.60,61,50.41,60,49.59,0,0.00,12,9.92,32,26.45,56,46.28,12,9.92,2,1.65,7,5.79,
2019-2020,District,District,820,Ethan Allen School,Network 9,06,96,16,16.67,80,83.33,15,15.63,81,84.38,46,47.92,50,52.08,0,0.00,10,10.42,34,35.42,37,38.54,6,6.25,0,0.00,9,9.38,
2019-2020,District,District,820,Ethan Allen School,Network 9,07,112,27,24.11,85,75.89,13,11.61,99,88.39,54,48.21,58,51.79,0,0.00,11,9.82,30,26.79,51,45.54,8,7.14,0,0.00,12,10.71,
2019-2020,District,District,820,Ethan Allen School,Network 9,08,126,29,23.02,97,76.98,19,15.08,107,84.92,60,47.62,66,52.38,1,0.79,17,13.49,40,31.75,48,38.10,9,7.14,0,0.00,11,8.73,
2019-2020,District,District,820,Ethan Allen School,Network 9,All Grades,982,255,25.97,727,74.03,102,10.39,880,89.61,486,49.49,496,50.51,2,0.20,106,10.79,297,30.24,401,40.84,70,7.13,3,0.31,103,10.49,100.00
2019-2020,District,District,821,Joseph H. Brown School,Network 9,00,87,8,9.20,79,90.80,6,6.90,81,93.10,40,45.98,47,54.02,0,0.00,4,4.60,27,31.03,23,26.44,7,8.05,0,0.00,26,29.89,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,01,89,7,7.87,82,92.13,9,10.11,80,89.89,37,41.57,52,58.43,0,0.00,4,4.49,33,37.08,21,23.60,5,5.62,0,0.00,26,29.21,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,02,73,7,9.59,66,90.41,10,13.70,63,86.30,31,42.47,42,57.53,0,0.00,1,1.37,24,32.88,22,30.14,3,4.11,0,0.00,23,31.51,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,03,92,10,10.87,82,89.13,21,22.83,71,77.17,45,48.91,47,51.09,0,0.00,6,6.52,33,35.87,21,22.83,8,8.70,0,0.00,24,26.09,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,04,82,9,10.98,73,89.02,16,19.51,66,80.49,39,47.56,43,52.44,0,0.00,2,2.44,33,40.24,16,19.51,9,10.98,0,0.00,22,26.83,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,05,97,18,18.56,79,81.44,17,17.53,80,82.47,44,45.36,53,54.64,0,0.00,7,7.22,27,27.84,30,30.93,11,11.34,0,0.00,22,22.68,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,06,77,8,10.39,69,89.61,15,19.48,62,80.52,46,59.74,31,40.26,1,1.30,1,1.30,18,23.38,21,27.27,7,9.09,0,0.00,29,37.66,
2019-2020,District,District,821,Joseph H. Brown School,Network 9,All Grades,597,67,11.22,530,88.78,94,15.75,503,84.25,282,47.24,315,52.76,1,0.17,25,4.19,195,32.66,154,25.80,50,8.38,0,0.00,172,28.81,100.00
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,00,58,4,6.90,54,93.10,5,8.62,53,91.38,26,44.83,32,55.17,0,0.00,8,13.79,14,24.14,12,20.69,1,1.72,0,0.00,23,39.66,
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,01,51,6,11.76,45,88.24,1,1.96,50,98.04,30,58.82,21,41.18,0,0.00,10,19.61,18,35.29,7,13.73,1,1.96,0,0.00,15,29.41,
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,02,63,7,11.11,56,88.89,2,3.17,61,96.83,27,42.86,36,57.14,0,0.00,3,4.76,31,49.21,17,26.98,1,1.59,0,0.00,11,17.46,
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,03,57,8,14.04,49,85.96,5,8.77,52,91.23,25,43.86,32,56.14,0,0.00,4,7.02,17,29.82,15,26.32,7,12.28,0,0.00,14,24.56,
2019-2020,District,District,823,Kennedy C. Crossan School,Network 8,04,44,8,18.18,36,81.82,8,18.18,36,81.82,25,56.82,19,43.18,0,0.00,5,11.36,17,38.64,8,18.18,6,13.64,1,2.27,7,15.91,
